unix_timestamp,eda
1707765740141937,0.03991737216711044
1707765740391920,0.045030493289232254
1707765740641903,0.04356557875871658
1707765740891886,0.04260774701833725
1707765741141870,0.042072489857673645
1707765741391852,0.0423823744058609
1707765741641836,0.041424546390771866
1707765741891819,0.04059348627924919
1707765742141802,0.0402272567152977
1707765742391785,0.039494797587394714
1707765742641768,0.03797353804111481
1707765742891751,0.03990328684449196
1707765743141734,0.03921308368444443
1707765743391717,0.03931168466806412
1707765743641700,0.03941028565168381
1707765743891684,0.03941028565168381
1707765744141667,0.040086399763822556
1707765744391650,0.04025542736053467
1707765744641633,0.039494797587394714
1707765744891616,0.040311772376298904
1707765745141599,0.04153723269701004
1707765745391582,0.04143863171339035
1707765745641565,0.0397765152156353
1707765745891548,0.041452717036008835
1707765746141532,0.040311772376298904
1707765746391514,0.03902997076511383
1707765746641498,0.04057940095663071
1707765746891481,0.04104423150420189
1707765747141464,0.0402272567152977
1707765747391447,0.03895954042673111
1707765747641430,0.039368025958538055
1707765747891413,0.03993145748972893
1707765748141396,0.04017091542482376
1707765748391380,0.0433683767914772
1707765748641362,0.040185000747442245
1707765748891346,0.037776339799165726
1707765749141329,0.03987511247396469
1707765749391312,0.042100660502910614
1707765749641295,0.03857922554016113
1707765749891278,0.03776225447654724
1707765750141261,0.03869191184639931
1707765750391244,0.040015969425439835
1707765750641227,0.03980468586087227
1707765750891210,0.04190346226096153
1707765751141194,0.040114570409059525
1707765751391177,0.042072489857673645
1707765751641160,0.04045262932777405
1707765751891143,0.03722699359059334
1707765752141126,0.03853696957230568
1707765752391109,0.04191754758358002
1707765752641092,0.04341063275933266
1707765752891075,0.0433683767914772
1707765753141058,0.03733967989683151
1707765753391042,0.02838115021586418
1707765753641024,0.0397765152156353
1707765753891008,0.03550853580236435
1707765754140991,0.03795945271849632
1707765754390974,0.03997371345758438
1707765754640957,0.040410373359918594
1707765754890940,0.021986223757267
1707765755140923,0.0367199070751667
1707765755390906,0.03942437097430229
1707765755640890,0.04873504489660263
1707765755890872,0.04181894659996033
1707765756140856,0.039044056087732315
1707765756390839,0.041748516261577606
1707765756640822,0.03846653923392296
1707765756890805,0.03888911381363869
1707765757140788,0.04014274477958679
1707765757390771,0.040635742247104645
1707765757640754,0.035719819366931915
1707765757890737,0.039438456296920776
1707765758140720,0.03970608487725258
1707765758390704,0.03960748389363289
1707765758640687,0.039339855313301086
1707765758890670,0.039044056087732315
1707765759140653,0.040734343230724335
1707765759390636,0.0400441437959671
1707765759640619,0.04243871942162514
1707765759890602,0.044607922434806824
1707765760140585,0.035522621124982834
1707765760390568,0.038128480315208435
1707765760640552,0.04183303192257881
1707765760890534,0.04374869167804718
1707765761140518,0.041213259100914
1707765761390501,0.04136820137500763
1707765761640484,0.04003005847334862
1707765761890467,0.037381939589977264
1707765762140450,0.04017091542482376
1707765762390433,0.03867782652378082
1707765762640416,0.038917284458875656
1707765762890400,0.0399596281349659
1707765763140382,0.04088928550481796
1707765763390366,0.038818683475255966
1707765763640349,0.04053714498877525
1707765763890332,0.03859331086277962
1707765764140315,0.038973625749349594
1707765764390298,0.041325945407152176
1707765764640281,0.04088928550481796
1707765764890264,0.038452453911304474
1707765765140247,0.0378890261054039
1707765765390230,0.03735376521945
1707765765640214,0.04203023388981819
1707765765890197,0.032789986580610275
1707765766140180,0.03824116662144661
1707765766390163,0.04880547150969505
1707765766640146,0.13371431827545166
1707765766890129,0.5018028616905212
1707765767140112,0.649522602558136
1707765767390095,0.6433730721473694
1707765767640078,0.8218816518783569
1707765767890062,0.554314911365509
1707765768140044,0.054919082671403885
1707765768390028,0.038080666214227676
1707765768640011,0.04671522229909897
1707765768889994,0.04581373557448387
1707765769139977,0.04437699168920517
1707765769389960,0.043475501239299774
1707765769639943,0.043616361916065216
1707765769889926,0.04360227659344673
1707765770139910,0.044236134737730026
1707765770389892,0.04503902047872543
