unix_timestamp,eda
1.70777E+15,0.039917372
1.70777E+15,0.045030493
1.70777E+15,0.043565579
1.70777E+15,0.042607747
1.70777E+15,0.04207249
1.70777E+15,0.042382374
1.70777E+15,0.041424546
1.70777E+15,0.040593486
1.70777E+15,0.040227257
1.70777E+15,0.039494798
1.70777E+15,0.037973538
1.70777E+15,0.039903287
1.70777E+15,0.039213084
1.70777E+15,0.039311685
1.70777E+15,0.039410286
1.70777E+15,0.039410286
1.70777E+15,0.0400864
1.70777E+15,0.040255427
1.70777E+15,0.039494798
1.70777E+15,0.040311772
1.70777E+15,0.041537233
1.70777E+15,0.041438632
1.70777E+15,0.039776515
1.70777E+15,0.041452717
1.70777E+15,0.040311772
1.70777E+15,0.039029971
1.70777E+15,0.040579401
1.70777E+15,0.041044232
1.70777E+15,0.040227257
1.70777E+15,0.03895954
1.70777E+15,0.039368026
1.70777E+15,0.039931457
1.70777E+15,0.040170915
1.70777E+15,0.043368377
1.70777E+15,0.040185001
1.70777E+15,0.03777634
1.70777E+15,0.039875112
1.70777E+15,0.042100661
1.70777E+15,0.038579226
1.70777E+15,0.037762254
1.70777E+15,0.038691912
1.70777E+15,0.040015969
1.70777E+15,0.039804686
1.70777E+15,0.041903462
1.70777E+15,0.04011457
1.70777E+15,0.04207249
1.70777E+15,0.040452629
1.70777E+15,0.037226994
1.70777E+15,0.03853697
1.70777E+15,0.041917548
1.70777E+15,0.043410633
1.70777E+15,0.043368377
1.70777E+15,0.03733968
1.70777E+15,0.02838115
1.70777E+15,0.039776515
1.70777E+15,0.035508536
1.70777E+15,0.037959453
1.70777E+15,0.039973713
1.70777E+15,0.040410373
1.70777E+15,0.021986224
1.70777E+15,0.036719907
1.70777E+15,0.039424371
1.70777E+15,0.048735045
1.70777E+15,0.041818947
1.70777E+15,0.039044056
1.70777E+15,0.041748516
1.70777E+15,0.038466539
1.70777E+15,0.038889114
1.70777E+15,0.040142745
1.70777E+15,0.040635742
1.70777E+15,0.035719819
1.70777E+15,0.039438456
1.70777E+15,0.039706085
1.70777E+15,0.039607484
1.70777E+15,0.039339855
1.70777E+15,0.039044056
1.70777E+15,0.040734343
1.70777E+15,0.040044144
1.70777E+15,0.042438719
1.70777E+15,0.044607922
1.70777E+15,0.035522621
1.70777E+15,0.03812848
1.70777E+15,0.041833032
1.70777E+15,0.043748692
1.70777E+15,0.041213259
1.70777E+15,0.041368201
1.70777E+15,0.040030058
1.70777E+15,0.03738194
1.70777E+15,0.040170915
1.70777E+15,0.038677827
1.70777E+15,0.038917284
1.70777E+15,0.039959628
1.70777E+15,0.040889286
1.70777E+15,0.038818683
1.70777E+15,0.040537145
1.70777E+15,0.038593311
1.70777E+15,0.038973626
1.70777E+15,0.041325945
1.70777E+15,0.040889286
1.70777E+15,0.038452454
1.70777E+15,0.037889026
1.70777E+15,0.037353765
1.70777E+15,0.042030234
1.70777E+15,0.032789987
1.70777E+15,0.038241167
1.70777E+15,0.048805472
1.70777E+15,0.133714318
1.70777E+15,0.501802862
1.70777E+15,0.649522603
1.70777E+15,0.643373072
1.70777E+15,0.821881652
1.70777E+15,0.554314911
1.70777E+15,0.054919083
1.70777E+15,0.038080666
1.70777E+15,0.046715222
1.70777E+15,0.045813736
1.70777E+15,0.044376992
1.70777E+15,0.043475501
1.70777E+15,0.043616362
1.70777E+15,0.043602277
1.70777E+15,0.044236135
1.70777E+15,0.04503902
1.70777E+15,0.057476729
1.70777E+15,0.044278391
1.70777E+15,0.042348646
1.70777E+15,0.043799475
1.70777E+15,0.042137358
1.70777E+15,0.052138232
1.70777E+15,0.043433245
1.70777E+15,0.040193524
1.70777E+15,0.043616362
1.70777E+15,0.044193875
1.70777E+15,0.044996765
1.70777E+15,0.043616362
1.70777E+15,0.044067103
1.70777E+15,0.047067367
1.70777E+15,0.044038933
1.70777E+15,0.045264393
1.70777E+15,0.044334732
1.70777E+15,0.045475677
1.70777E+15,0.04663071
1.70777E+15,0.044053018
1.70777E+15,0.041095015
1.70777E+15,0.042207785
1.70777E+15,0.043447331
1.70777E+15,0.044546019
1.70777E+15,0.045503851
1.70777E+15,0.043109275
1.70777E+15,0.044630535
1.70777E+15,0.047208223
1.70777E+15,0.04388399
