time,unix_timestamp,bvp
,1.70777E+15,0.266319185
,1.70777E+15,0.275048316
,1.70777E+15,0.292662442
,1.70777E+15,0.319226652
,1.70777E+15,0.354211301
,1.70777E+15,0.396284699
,1.70777E+15,0.443225741
,1.70777E+15,0.492100358
,1.70777E+15,0.539616704
,1.70777E+15,0.582482934
,1.70777E+15,0.617638826
,1.70777E+15,0.642313838
,1.70777E+15,0.653970718
,1.70777E+15,0.650277972
,1.70777E+15,0.629203022
,1.70777E+15,0.589223087
,1.70777E+15,0.529629469
,1.70777E+15,0.450854957
,1.70777E+15,0.354699075
,1.70777E+15,0.244352341
,1.70777E+15,0.124151945
,1.70777E+15,-0.000953257
,1.70777E+15,-0.126092613
,1.70777E+15,-0.247071743
,1.70777E+15,-0.360721171
,1.70777E+15,-0.464988559
,1.70777E+15,-0.558844924
,1.70777E+15,-0.642101288
,1.70777E+15,-0.715208471
,1.70777E+15,-0.779043913
,1.70777E+15,-0.834682882
,1.70777E+15,-0.883202195
,1.70777E+15,-0.925541043
,1.70777E+15,-0.962401211
,1.70777E+15,-0.994199455
,1.70777E+15,-1.021089435
,1.70777E+15,-1.043041587
,1.70777E+15,-1.059978604
,1.70777E+15,-1.07196033
,1.70777E+15,-1.079374909
,1.70777E+15,-1.083049417
,1.70777E+15,-1.084214568
,1.70777E+15,-1.08433795
,1.70777E+15,-1.08488369
,1.70777E+15,-1.087041378
,1.70777E+15,-1.091470718
,1.70777E+15,-1.098110914
,1.70777E+15,-1.106099606
,1.70777E+15,-1.113836288
,1.70777E+15,-1.119181275
,1.70777E+15,-1.119750261
,1.70777E+15,-1.113249063
,1.70777E+15,-1.097762823
,1.70777E+15,-1.071931601
,1.70777E+15,-1.035027742
,1.70777E+15,-0.98697722
,1.70777E+15,-0.928339362
,1.70777E+15,-0.860251546
,1.70777E+15,-0.784346819
,1.70777E+15,-0.702645183
,1.70777E+15,-0.617395222
,1.70777E+15,-0.530856729
,1.70777E+15,-0.445049822
,1.70777E+15,-0.361515194
,1.70777E+15,-0.281095892
,1.70777E+15,-0.203739345
,1.70777E+15,-0.128384411
,1.70777E+15,-0.053048953
,1.70777E+15,0.024836957
,1.70777E+15,0.107908323
,1.70777E+15,0.198283702
,1.70777E+15,0.297136247
,1.70777E+15,0.404608548
,1.70777E+15,0.520048141
,1.70777E+15,0.642299175
,1.70777E+15,0.769810677
,1.70777E+15,0.900584698
,1.70777E+15,1.032100916
,1.70777E+15,1.161283255
,1.70777E+15,1.284523368
,1.70777E+15,1.397749424
,1.70777E+15,1.496593237
,1.70777E+15,1.576820731
,1.70777E+15,1.635092378
,1.70777E+15,1.669850349
,1.70777E+15,1.681973577
,1.70777E+15,1.674865842
,1.70777E+15,1.653814077
,1.70777E+15,1.6248281
,1.70777E+15,1.593446732
,1.70777E+15,1.563796997
,1.70777E+15,1.537928462
,1.70777E+15,1.515563965
,1.70777E+15,1.494462013
,1.70777E+15,1.471318245
,1.70777E+15,1.44286108
,1.70777E+15,1.406652927
,1.70777E+15,1.361256361
,1.70777E+15,1.305865407
,1.70777E+15,1.239774108
,1.70777E+15,1.161999941
,1.70777E+15,1.071236134
,1.70777E+15,0.966089249
,1.70777E+15,0.845352471
,1.70777E+15,0.708168089
,1.70777E+15,0.554233193
,1.70777E+15,0.384180307
,1.70777E+15,0.199981868
,1.70777E+15,0.005146921
,1.70777E+15,-0.195468545
,1.70777E+15,-0.396341205
,1.70777E+15,-0.592253089
,1.70777E+15,-0.779128253
,1.70777E+15,-0.954403043
,1.70777E+15,-1.116847038
,1.70777E+15,-1.266027927
,1.70777E+15,-1.401746869
,1.70777E+15,-1.523674011
,1.70777E+15,-1.631239414
,1.70777E+15,-1.723695159
,1.70777E+15,-1.800239682
,1.70777E+15,-1.860187054
,1.70777E+15,-1.903212905
,1.70777E+15,-1.929603577
,1.70777E+15,-1.940327883
,1.70777E+15,-1.936843395
,1.70777E+15,-1.920799732
,1.70777E+15,-1.893828154
,1.70777E+15,-1.857414007
,1.70777E+15,-1.812820196
,1.70777E+15,-1.761113644
,1.70777E+15,-1.70328021
,1.70777E+15,-1.640336275
,1.70777E+15,-1.573363543
,1.70777E+15,-1.5034554
,1.70777E+15,-1.431578994
,1.70777E+15,-1.358409882
,1.70777E+15,-1.284292221
,1.70777E+15,-1.209397793
,1.70777E+15,-1.133945227
,1.70777E+15,-1.058265686
,1.70777E+15,-0.982680619
,1.70777E+15,-0.907393515
,1.70777E+15,-0.832544088
,1.70777E+15,-0.758317351
,1.70777E+15,-0.684977114
,1.70777E+15,-0.612791717
,1.70777E+15,-0.541878939
,1.70777E+15,-0.472123384
,1.70777E+15,-0.403280646
,1.70777E+15,-0.33513701
,1.70777E+15,-0.267521918
,1.70777E+15,-0.200138628
,1.70777E+15,-0.132403493
,1.70777E+15,-0.063567758
,1.70777E+15,0.006828129
,1.70777E+15,0.078410208
,1.70777E+15,0.149649024
,1.70777E+15,0.21803081
,1.70777E+15,0.280635357
,1.70777E+15,0.334406316
,1.70777E+15,0.375638306
,1.70777E+15,0.39939785
,1.70777E+15,0.399950922
,1.70777E+15,0.372297466
,1.70777E+15,0.314116478
,1.70777E+15,0.227328539
,1.70777E+15,0.118496895
,1.70777E+15,-0.002368927
,1.70777E+15,-0.124121785
,1.70777E+15,-0.23674047
,1.70777E+15,-0.332723022
,1.70777E+15,-0.40757215
,1.70777E+15,-0.459733009
,1.70777E+15,-0.490310788
,1.70777E+15,-0.502724051
,1.70777E+15,-0.502168655
,1.70777E+15,-0.494667649
,1.70777E+15,-0.485789537
,1.70777E+15,-0.479417205
,1.70777E+15,-0.476874113
,1.70777E+15,-0.476527333
,1.70777E+15,-0.473921299
,1.70777E+15,-0.462513924
,1.70777E+15,-0.434986353
,1.70777E+15,-0.384804249
,1.70777E+15,-0.30747056
,1.70777E+15,-0.201076031
,1.70777E+15,-0.066224813
,1.70777E+15,0.094306707
,1.70777E+15,0.275969744
,1.70777E+15,0.472934008
,1.70777E+15,0.678678513
,1.70777E+15,0.886587143
,1.70777E+15,1.090563655
,1.70777E+15,1.285733938
,1.70777E+15,1.46906364
,1.70777E+15,1.639493227
,1.70777E+15,1.797417402
,1.70777E+15,1.943883061
,1.70777E+15,2.080053806
,1.70777E+15,2.207102537
,1.70777E+15,2.326276302
,1.70777E+15,2.43876195
,1.70777E+15,2.545087576
,1.70777E+15,2.644195795
,1.70777E+15,2.732842207
,1.70777E+15,2.805975914
,1.70777E+15,2.858045578
,1.70777E+15,2.884576321
,1.70777E+15,2.883451939
,1.70777E+15,2.855677128
,1.70777E+15,2.80552578
,1.70777E+15,2.739992142
,1.70777E+15,2.667550564
,1.70777E+15,2.596459389
,1.70777E+15,2.533088446
,1.70777E+15,2.480725765
,1.70777E+15,2.439049244
,1.70777E+15,2.40430069
,1.70777E+15,2.370158672
,1.70777E+15,2.329107285
,1.70777E+15,2.273816109
,1.70777E+15,2.198138237
,1.70777E+15,2.097741365
,1.70777E+15,1.970483184
,1.70777E+15,1.816470742
,1.70777E+15,1.637865543
,1.70777E+15,1.438625455
,1.70777E+15,1.224154592
,1.70777E+15,1.000728011
,1.70777E+15,0.774727225
,1.70777E+15,0.551902711
,1.70777E+15,0.336958528
,1.70777E+15,0.133576691
,1.70777E+15,-0.055321634
,1.70777E+15,-0.227410764
,1.70777E+15,-0.381041467
,1.70777E+15,-0.515410841
,1.70777E+15,-0.630568862
,1.70777E+15,-0.727220535
,1.70777E+15,-0.806472957
,1.70777E+15,-0.869661927
,1.70777E+15,-0.918299735
,1.70777E+15,-0.954110861
,1.70777E+15,-0.979090095
,1.70777E+15,-0.995483518
,1.70777E+15,-1.005620122
,1.70777E+15,-1.011645079
,1.70777E+15,-1.015247464
,1.70777E+15,-1.017416716
,1.70777E+15,-1.018287182
,1.70777E+15,-1.017181873
,1.70777E+15,-1.01290226
,1.70777E+15,-1.004169106
,1.70777E+15,-0.990055561
,1.70777E+15,-0.970265388
,1.70777E+15,-0.945167184
,1.70777E+15,-0.915710688
,1.70777E+15,-0.883510232
,1.70777E+15,-0.851108849
,1.70777E+15,-0.8221457
,1.70777E+15,-0.801242292
,1.70777E+15,-0.79356581
,1.70777E+15,-0.804073632
,1.70777E+15,-0.836606622
,1.70777E+15,-0.893132567
,1.70777E+15,-0.973330379
,1.70777E+15,-1.074503899
,1.70777E+15,-1.191714406
,1.70777E+15,-1.318097472
,1.70777E+15,-1.445415974
,1.70777E+15,-1.564852715
,1.70777E+15,-1.667937994
,1.70777E+15,-1.747473359
,1.70777E+15,-1.798311114
,1.70777E+15,-1.817860603
,1.70777E+15,-1.806250095
,1.70777E+15,-1.766149759
,1.70777E+15,-1.70231986
,1.70777E+15,-1.62099874
,1.70777E+15,-1.529240489
,1.70777E+15,-1.434225798
,1.70777E+15,-1.342549324
,1.70777E+15,-1.259566188
,1.70777E+15,-1.188904405
,1.70777E+15,-1.132216454
,1.70777E+15,-1.08921361
,1.70777E+15,-1.057963729
,1.70777E+15,-1.035383224
,1.70777E+15,-1.017836094
,1.70777E+15,-1.001721382
,1.70777E+15,-0.983953476
,1.70777E+15,-0.962301195
,1.70777E+15,-0.935552359
,1.70777E+15,-0.903482139
,1.70777E+15,-0.866672516
,1.70777E+15,-0.826251268
,1.70777E+15,-0.783601522
,1.70777E+15,-0.740087748
,1.70777E+15,-0.696843982
,1.70777E+15,-0.654656231
,1.70777E+15,-0.613949656
,1.70777E+15,-0.574852526
,1.70777E+15,-0.537276983
,1.70777E+15,-0.50096941
,1.70777E+15,-0.465515882
,1.70777E+15,-0.430340797
,1.70777E+15,-0.394761741
,1.70777E+15,-0.358108193
,1.70777E+15,-0.319845945
,1.70777E+15,-0.279680848
,1.70777E+15,-0.237648785
,1.70777E+15,-0.194166631
,1.70777E+15,-0.149994522
,1.70777E+15,-0.106105909
,1.70777E+15,-0.063542411
,1.70777E+15,-0.023336649
,1.70777E+15,0.013517857
,1.70777E+15,0.046139352
,1.70777E+15,0.073894784
,1.70777E+15,0.096530125
,1.70777E+15,0.114227891
,1.70777E+15,0.127587557
,1.70777E+15,0.137551248
,1.70777E+15,0.145289823
,1.70777E+15,0.152062774
,1.70777E+15,0.159077793
,1.70777E+15,0.167402536
,1.70777E+15,0.177953094
,1.70777E+15,0.191479445
,1.70777E+15,0.20844464
,1.70777E+15,0.228815541
,1.70777E+15,0.251895785
,1.70777E+15,0.276343226
,1.70777E+15,0.300418884
,1.70777E+15,0.322370708
,1.70777E+15,0.340815753
,1.70777E+15,0.35503763
,1.70777E+15,0.36514622
,1.70777E+15,0.372045994
,1.70777E+15,0.37718761
,1.70777E+15,0.382203102
,1.70777E+15,0.388636559
,1.70777E+15,0.397877216
,1.70777E+15,0.411181271
,1.70777E+15,0.429618955
,1.70777E+15,0.453926861
,1.70777E+15,0.484345943
,1.70777E+15,0.520471275
,1.70777E+15,0.561060429
,1.70777E+15,0.603800297
,1.70777E+15,0.645211518
,1.70777E+15,0.680929303
,1.70777E+15,0.706397533
,1.70777E+15,0.717770636
,1.70777E+15,0.712731659
,1.70777E+15,0.690997779
,1.70777E+15,0.654470742
,1.70777E+15,0.607129574
,1.70777E+15,0.554708421
,1.70777E+15,0.504165113
,1.70777E+15,0.463020086
,1.70777E+15,0.438561261
,1.70777E+15,0.436733872
,1.70777E+15,0.460762858
,1.70777E+15,0.510124207
,1.70777E+15,0.580583274
,1.70777E+15,0.665351927
,1.70777E+15,0.756690562
,1.70777E+15,0.847214997
,1.70777E+15,0.930641532
,1.70777E+15,1.002064705
,1.70777E+15,1.057882786
,1.70777E+15,1.095563173
,1.70777E+15,1.113577604
,1.70777E+15,1.111639977
,1.70777E+15,1.09101975
,1.70777E+15,1.054643035
,1.70777E+15,1.006825447
,1.70777E+15,0.952614188
,1.70777E+15,0.896839619
,1.70777E+15,0.843146741
,1.70777E+15,0.793432117
,1.70777E+15,0.747933865
,1.70777E+15,0.705753505
,1.70777E+15,0.665420055
,1.70777E+15,0.625369847
,1.70777E+15,0.584349096
,1.70777E+15,0.541633368
,1.70777E+15,0.496948391
,1.70777E+15,0.450157732
,1.70777E+15,0.401000798
,1.70777E+15,0.349268317
,1.70777E+15,0.295619726
,1.70777E+15,0.242810011
,1.70777E+15,0.197113007
,1.70777E+15,0.170795202
,1.70777E+15,0.187464684
,1.70777E+15,0.291743606
,1.70777E+15,0.563403189
,1.70777E+15,1.128055811
,1.70777E+15,2.141747236
,1.70777E+15,3.735183716
,1.70777E+15,5.942577839
,1.70777E+15,8.659679413
,1.70777E+15,11.6511488
,1.70777E+15,14.58841801
,1.70777E+15,17.08808708
,1.70777E+15,18.75918579
,1.70777E+15,19.28362465
,1.70777E+15,18.50148392
,1.70777E+15,16.45204353
,1.70777E+15,13.36836529
,1.70777E+15,9.641872406
,1.70777E+15,5.750441074
,1.70777E+15,2.155777454
,1.70777E+15,-0.788683414
,1.70777E+15,-2.886538506
,1.70777E+15,-4.103806496
,1.70777E+15,-4.543941498
,1.70777E+15,-4.405369282
,1.70777E+15,-3.932993889
,1.70777E+15,-3.372731209
,1.70777E+15,-2.935272217
,1.70777E+15,-2.772368908
,1.70777E+15,-2.968382359
,1.70777E+15,-3.549004555
,1.70777E+15,-4.498793125
,1.70777E+15,-5.770999432
,1.70777E+15,-7.286977291
,1.70777E+15,-8.940984726
,1.70777E+15,-10.62129307
,1.70777E+15,-12.23827076
,1.70777E+15,-13.74188805
,1.70777E+15,-15.12108994
,1.70777E+15,-16.38961411
,1.70777E+15,-17.566082
,1.70777E+15,-18.65548706
,1.70777E+15,-19.63883209
,1.70777E+15,-20.47251511
,1.70777E+15,-21.09313583
,1.70777E+15,-21.42579651
,1.70777E+15,-21.39865112
,1.70777E+15,-20.96384048
,1.70777E+15,-20.11728287
,1.70777E+15,-18.90775108
,1.70777E+15,-17.43155098
,1.70777E+15,-15.81401253
,1.70777E+15,-14.18140411
,1.70777E+15,-12.63258743
,1.70777E+15,-11.22229195
,1.70777E+15,-9.960663795
,1.70777E+15,-8.824717522
,1.70777E+15,-7.77470541
,1.70777E+15,-6.769574165
,1.70777E+15,-5.77732563
,1.70777E+15,-4.778820038
,1.70777E+15,-3.765901089
,1.70777E+15,-2.736113548
,1.70777E+15,-1.688101768
,1.70777E+15,-0.621106148
,1.70777E+15,0.462470055
,1.70777E+15,1.555111885
,1.70777E+15,2.644593239
,1.70777E+15,3.715233803
,1.70777E+15,4.748205185
,1.70777E+15,5.721198559
,1.70777E+15,6.607328415
,1.70777E+15,7.372672558
,1.70777E+15,7.976261616
,1.70777E+15,8.37843895
,1.70777E+15,8.556166649
,1.70777E+15,8.514512062
,1.70777E+15,8.28554821
,1.70777E+15,7.918139458
,1.70777E+15,7.468085766
,1.70777E+15,6.992420673
,1.70777E+15,6.545722008
,1.70777E+15,6.176239014
,1.70777E+15,5.921776772
,1.70777E+15,5.806341171
,1.70777E+15,5.838425636
,1.70777E+15,6.011264801
,1.70777E+15,6.304922104
,1.70777E+15,6.689791679
,1.70777E+15,7.130874634
,1.70777E+15,7.592143536
,1.70777E+15,8.040388107
,1.70777E+15,8.448067665
,1.70777E+15,8.794798851
,1.70777E+15,9.067492485
,1.70777E+15,9.259794235
,1.70777E+15,9.371538162
,1.70777E+15,9.408226013
,1.70777E+15,9.380070686
,1.70777E+15,9.300317764
,1.70777E+15,9.183151245
,1.70777E+15,9.041787148
,1.70777E+15,8.887116432
,1.70777E+15,8.726912498
,1.70777E+15,8.565534592
,1.70777E+15,8.40407753
,1.70777E+15,8.24111557
,1.70777E+15,8.074345589
,1.70777E+15,7.902747154
,1.70777E+15,7.727667809
,1.70777E+15,7.552745342
,1.70777E+15,7.385622025
,1.70777E+15,7.243130684
,1.70777E+15,7.15776062
,1.70777E+15,7.180737972
,1.70777E+15,7.374197006
,1.70777E+15,7.787754059
,1.70777E+15,8.42736721
,1.70777E+15,9.234902382
,1.70777E+15,10.09220791
,1.70777E+15,10.84549713
,1.70777E+15,11.33530426
,1.70777E+15,11.42315865
,1.70777E+15,11.01303959
,1.70777E+15,10.06655598
,1.70777E+15,8.610239983
,1.70777E+15,6.732729435
,1.70777E+15,4.571190834
,1.70777E+15,2.289773941
,1.70777E+15,0.054801464
,1.70777E+15,-1.988503098
,1.70777E+15,-3.733221054
,1.70777E+15,-5.117986202
,1.70777E+15,-6.123520851
,1.70777E+15,-6.76500082
,1.70777E+15,-7.088847637
,1.70777E+15,-7.170800209
,1.70777E+15,-7.104580879
,1.70777E+15,-6.981921196
,1.70777E+15,-6.874958038
,1.70777E+15,-6.827432632
,1.70777E+15,-6.854049683
,1.70777E+15,-6.945241451
,1.70777E+15,-7.074791908
,1.70777E+15,-7.208313465
,1.70777E+15,-7.311088562
,1.70777E+15,-7.354332447
,1.70777E+15,-7.319257736
,1.70777E+15,-7.198724747
,1.70777E+15,-6.996747017
,1.70777E+15,-6.726424217
,1.70777E+15,-6.406927109
,1.70777E+15,-6.06014061
,1.70777E+15,-5.707487106
,1.70777E+15,-5.36735487
,1.70777E+15,-5.053407669
,1.70777E+15,-4.773850441
,1.70777E+15,-4.531551361
,1.70777E+15,-4.324819088
,1.70777E+15,-4.148598194
,1.70777E+15,-3.995840549
,1.70777E+15,-3.858853817
,1.70777E+15,-3.730457067
,1.70777E+15,-3.604800463
,1.70777E+15,-3.477782249
,1.70777E+15,-3.34710598
,1.70777E+15,-3.21208334
,1.70777E+15,-3.073257446
,1.70777E+15,-2.931882381
,1.70777E+15,-2.789337873
,1.70777E+15,-2.646670818
,1.70777E+15,-2.504453897
,1.70777E+15,-2.362728596
,1.70777E+15,-2.220644474
,1.70777E+15,-2.076470852
,1.70777E+15,-1.929024458
,1.70777E+15,-1.779565215
,1.70777E+15,-1.632223606
,1.70777E+15,-1.49279511
,1.70777E+15,-1.367009878
,1.70777E+15,-1.259083629
,1.70777E+15,-1.170925736
,1.70777E+15,-1.102027535
,1.70777E+15,-1.049811602
,1.70777E+15,-1.010235786
,1.70777E+15,-0.978527844
,1.70777E+15,-0.949926198
,1.70777E+15,-0.920294702
,1.70777E+15,-0.886528254
,1.70777E+15,-0.846734881
,1.70777E+15,-0.800221741
,1.70777E+15,-0.74733758
,1.70777E+15,-0.689224899
,1.70777E+15,-0.627536714
,1.70777E+15,-0.564163327
,1.70777E+15,-0.500992894
,1.70777E+15,-0.439710975
,1.70777E+15,-0.381640792
,1.70777E+15,-0.327629745
,1.70777E+15,-0.277990043
,1.70777E+15,-0.232497871
,1.70777E+15,-0.190452516
,1.70777E+15,-0.150776803
,1.70777E+15,-0.112146914
,1.70777E+15,-0.07315892
,1.70777E+15,-0.032464504
,1.70777E+15,0.01123023
,1.70777E+15,0.059602708
,1.70777E+15,0.115733206
,1.70777E+15,0.184172332
,1.70777E+15,0.268500596
,1.70777E+15,0.368161052
,1.70777E+15,0.477331161
,1.70777E+15,0.586085975
,1.70777E+15,0.682674587
,1.70777E+15,0.755932033
,1.70777E+15,0.797257125
,1.70777E+15,0.801905513
,1.70777E+15,0.76949662
,1.70777E+15,0.70377332
,1.70777E+15,0.611914515
,1.70777E+15,0.503720224
,1.70777E+15,0.390610278
,1.70777E+15,0.284269333
,1.70777E+15,0.195119143
,1.70777E+15,0.131019339
,1.70777E+15,0.096461445
,1.70777E+15,0.092322379
,1.70777E+15,0.116173953
,1.70777E+15,0.163061261
,1.70777E+15,0.226519912
,1.70777E+15,0.299592495
,1.70777E+15,0.37570703
,1.70777E+15,0.449346066
,1.70777E+15,0.516460061
,1.70777E+15,0.574612379
,1.70777E+15,0.622894704
,1.70777E+15,0.661673963
,1.70777E+15,0.692229986
,1.70777E+15,0.716350198
,1.70777E+15,0.735948026
,1.70777E+15,0.752754927
,1.70777E+15,0.768113911
,1.70777E+15,0.782870114
,1.70777E+15,0.797341466
,1.70777E+15,0.811369956
,1.70777E+15,0.824460864
,1.70777E+15,0.835984647
,1.70777E+15,0.845373392
,1.70777E+15,0.852251112
,1.70777E+15,0.856487334
,1.70777E+15,0.858190715
,1.70777E+15,0.857656062
,1.70777E+15,0.855283141
,1.70777E+15,0.851499319
,1.70777E+15,0.846705675
,1.70777E+15,0.84124136
,1.70777E+15,0.835354805
,1.70777E+15,0.829175174
,1.70777E+15,0.822690785
,1.70777E+15,0.815745354
,1.70777E+15,0.808057964
,1.70777E+15,0.799270511
,1.70777E+15,0.78901732
,1.70777E+15,0.777002394
,1.70777E+15,0.763066947
,1.70777E+15,0.747226715
,1.70777E+15,0.729675949
,1.70777E+15,0.710769296
,1.70777E+15,0.69097805
,1.70777E+15,0.670808017
,1.70777E+15,0.650695682
,1.70777E+15,0.630923212
,1.70777E+15,0.611575484
,1.70777E+15,0.592536986
,1.70777E+15,0.57352072
,1.70777E+15,0.554123998
,1.70777E+15,0.533903122
,1.70777E+15,0.512450039
,1.70777E+15,0.489456207
,1.70777E+15,0.464761287
,1.70777E+15,0.438386053
,1.70777E+15,0.410540581
,1.70777E+15,0.381602347
,1.70777E+15,0.352065653
,1.70777E+15,0.322469175
,1.70777E+15,0.293319732
,1.70777E+15,0.26503399
,1.70777E+15,0.237908125
,1.70777E+15,0.212109491
,1.70777E+15,0.187682807
,1.70777E+15,0.164567202
,1.70777E+15,0.142621115
,1.70777E+15,0.121658511
,1.70777E+15,0.101494282
,1.70777E+15,0.081979498
,1.70777E+15,0.063020281
,1.70777E+15,0.044589832
,1.70777E+15,0.026723139
,1.70777E+15,0.009492295
,1.70777E+15,-0.007011469
,1.70777E+15,-0.022682644
,1.70777E+15,-0.037417777
,1.70777E+15,-0.0511529
,1.70777E+15,-0.063900739
,1.70777E+15,-0.075773187
,1.70777E+15,-0.086977765
,1.70777E+15,-0.097757228
,1.70777E+15,-0.108279079
,1.70777E+15,-0.118550941
,1.70777E+15,-0.128420889
,1.70777E+15,-0.137639031
,1.70777E+15,-0.145932138
,1.70777E+15,-0.153075173
,1.70777E+15,-0.158946604
,1.70777E+15,-0.16354093
,1.70777E+15,-0.166930884
,1.70777E+15,-0.169209123
,1.70777E+15,-0.170453519
,1.70777E+15,-0.170743167
,1.70777E+15,-0.170218438
,1.70777E+15,-0.169134676
,1.70777E+15,-0.167852268
,1.70777E+15,-0.166761696
,1.70777E+15,-0.166187033
,1.70777E+15,-0.166301236
,1.70777E+15,-0.167063668
,1.70777E+15,-0.168178678
,1.70777E+15,-0.169082582
,1.70777E+15,-0.168997839
,1.70777E+15,-0.167091683
,1.70777E+15,-0.162697583
,1.70777E+15,-0.155495882
,1.70777E+15,-0.145603299
,1.70777E+15,-0.133626163
,1.70777E+15,-0.120768547
,1.70777E+15,-0.108982295
,1.70777E+15,-0.100979567
,1.70777E+15,-0.099956095
,1.70777E+15,-0.109089047
,1.70777E+15,-0.130981177
,1.70777E+15,-0.167213738
,1.70777E+15,-0.21815984
,1.70777E+15,-0.283074319
,1.70777E+15,-0.360252976
,1.70777E+15,-0.447024286
,1.70777E+15,-0.539447427
,1.70777E+15,-0.631535709
,1.70777E+15,-0.713898063
,1.70777E+15,-0.771969795
,1.70777E+15,-0.783251643
,1.70777E+15,-0.712596357
,1.70777E+15,-0.509766579
,1.70777E+15,-0.119180918
,1.70777E+15,0.49659586
,1.70777E+15,1.332916737
,1.70777E+15,2.331902504
,1.70777E+15,3.38565731
,1.70777E+15,4.348439217
,1.70777E+15,5.055718899
,1.70777E+15,5.353106499
,1.70777E+15,5.131894588
,1.70777E+15,4.357786655
,1.70777E+15,3.080942631
,1.70777E+15,1.425328016
,1.70777E+15,-0.436672091
,1.70777E+15,-2.315103054
,1.70777E+15,-4.031098366
,1.70777E+15,-5.439546108
,1.70777E+15,-6.443900585
,1.70777E+15,-7.002118111
,1.70777E+15,-7.124306202
,1.70777E+15,-6.863776684
,1.70777E+15,-6.303152561
,1.70777E+15,-5.537755013
,1.70777E+15,-4.66020155
,1.70777E+15,-3.749936581
,1.70777E+15,-2.867940903
,1.70777E+15,-2.053603888
,1.70777E+15,-1.322381496
,1.70777E+15,-0.668237031
,1.70777E+15,-0.073878393
,1.70777E+15,0.475840271
,1.70777E+15,0.984360456
,1.70777E+15,1.441069007
,1.70777E+15,1.825778246
,1.70777E+15,2.116721153
,1.70777E+15,2.29808116
,1.70777E+15,2.364977121
,1.70777E+15,2.325440884
,1.70777E+15,2.199537754
,1.70777E+15,2.017168283
,1.70777E+15,1.817672253
,1.70777E+15,1.65209341
,1.70777E+15,1.583517551
,1.70777E+15,1.680467725
,1.70777E+15,2.005043268
,1.70777E+15,2.60109663
,1.70777E+15,3.480989695
,1.70777E+15,4.606039524
,1.70777E+15,5.869706154
,1.70777E+15,7.102018356
,1.70777E+15,8.098262787
,1.70777E+15,8.659712791
,1.70777E+15,8.639972687
,1.70777E+15,7.994417191
,1.70777E+15,6.812520981
,1.70777E+15,5.302398682
,1.70777E+15,3.726598978
,1.70777E+15,2.326565027
,1.70777E+15,1.270749331
,1.70777E+15,0.634236097
,1.70777E+15,0.402204752
,1.70777E+15,0.486949921
